"BlockGroup","NAME","TotHH","TotPerson","TotMale","MaleLT5Yrs","Male5to9Yrs","Male10to14Yrs","Male15to17Yrs","Male18to19Yrs","Male20Yrs","Male21Yrs","Male22to24Yrs","Male25to29Yrs","Male30to34Yrs","Male35to39Yrs","Male40to44Yrs","Male45to49Yrs","Male50to54Yrs","Male55to59Yrs","Male60to61Yrs","Male62to64Yrs","Male65to66Yrs","Male67to69Yrs","Male70to74Yrs","Male75to79Yrs","Male80to84Yrs","MaleGE85Yrs","TotFemale","FemaleLT5Yrs","Female5to9Yrs","Female10to14Yrs","Female15to17Yrs","Female18to19Yrs","Female20Yrs","Female21Yrs","Female22to24Yrs","Female25to29Yrs","Female30to34Yrs","Female35to39Yrs","Female40to44Yrs","Female45to49Yrs","Female50to54Yrs","Female55to59Yrs","Female60to61Yrs","Female62to64Yrs","Female65to66Yrs","Female67to69Yrs","Female70to74Yrs","Female75to79Yrs","Female80to84Yrs","FemaleGE85Yrs","Tract","Age1_Female","Age2_Female","Age3_Female","Age1_Male","Age2_Male","Age3_Male","Age1_Total","Age2_Total","Age3_Total","Target_Total","Tract_Name"
"240338017021","Block Group 1, Census Tract 8017.02, Prince George's County, Maryland",390,870,391,24,28,34,12,14,9,8,13,24,28,31,23,24,19,23,10,14,6,15,13,6,6,7,479,32,26,23,24,17,3,9,29,32,28,33,25,25,34,35,7,12,6,19,26,17,5,12,"24033801702",176,113,85,150,90,53,326,203,138,667," Census Tract 8017.02, Prince George's County, Maryland"
"240338017022","Block Group 2, Census Tract 8017.02, Prince George's County, Maryland",1403,2867,1228,125,101,104,62,39,24,24,75,117,120,93,88,75,76,37,19,18,9,11,4,6,0,1,1639,138,108,111,61,49,20,21,122,179,178,138,120,111,91,79,32,33,6,15,12,8,5,2,"24033801702",827,346,48,580,225,31,1407,571,79,2057," Census Tract 8017.02, Prince George's County, Maryland"
"240338017041","Block Group 1, Census Tract 8017.04, Prince George's County, Maryland",756,1414,686,50,52,44,29,19,14,6,23,61,59,57,52,49,53,52,8,21,10,6,16,1,4,0,728,41,39,28,24,15,7,9,61,71,64,59,68,64,54,48,14,34,4,6,9,4,2,3,"24033801704",354,214,28,291,183,37,645,397,65,1107," Census Tract 8017.04, Prince George's County, Maryland"
"240338017042","Block Group 2, Census Tract 8017.04, Prince George's County, Maryland",934,2284,1033,104,97,88,65,27,14,15,58,89,86,76,70,67,60,52,18,15,9,5,10,6,2,0,1251,116,93,90,52,29,18,21,80,132,110,94,102,99,66,61,16,18,14,8,21,7,2,2,"24033801704",586,260,54,435,212,32,1021,472,86,1579," Census Tract 8017.04, Prince George's County, Maryland"
"240338017043","Block Group 3, Census Tract 8017.04, Prince George's County, Maryland",765,1769,808,44,41,52,47,23,10,15,20,46,47,68,60,68,65,52,19,30,18,21,29,19,8,6,961,44,60,56,39,15,11,6,38,49,61,74,69,89,69,82,31,46,19,25,31,26,18,3,"24033801704",323,317,122,289,234,101,612,551,223,1386," Census Tract 8017.04, Prince George's County, Maryland"
"240338017061","Block Group 1, Census Tract 8017.06, Prince George's County, Maryland",572,1522,703,36,47,45,46,29,15,9,38,50,48,45,52,58,49,45,19,27,7,13,9,9,3,4,819,44,60,54,39,27,17,13,30,57,55,50,58,52,66,75,29,37,10,15,10,7,8,6,"24033801706",307,259,56,286,198,45,593,457,101,1151," Census Tract 8017.06, Prince George's County, Maryland"
"240338017071","Block Group 1, Census Tract 8017.07, Prince George's County, Maryland",881,1826,789,84,61,76,53,34,10,10,52,71,58,71,44,41,39,26,10,15,5,8,10,8,1,2,1037,83,100,71,39,35,21,13,59,109,87,70,79,77,54,39,18,24,17,19,13,6,2,2,"24033801707",473,212,59,350,131,34,823,343,93,1259," Census Tract 8017.07, Prince George's County, Maryland"
"240338017072","Block Group 2, Census Tract 8017.07, Prince George's County, Maryland",644,1616,763,96,72,66,46,34,13,13,36,72,48,61,57,37,37,28,5,11,5,10,6,6,3,1,853,75,65,87,38,33,14,15,40,101,67,75,55,57,43,30,8,19,5,9,11,3,1,2,"24033801707",400,157,31,334,118,31,734,275,62,1071," Census Tract 8017.07, Prince George's County, Maryland"
"240338017073","Block Group 3, Census Tract 8017.07, Prince George's County, Maryland",964,2733,1303,77,89,94,75,37,33,22,58,77,76,95,73,83,87,93,30,65,19,34,38,23,20,5,1430,56,78,108,54,41,15,14,52,106,95,85,90,90,113,127,60,80,26,29,47,29,20,15,"24033801707",498,470,166,471,358,139,969,828,305,2102," Census Tract 8017.07, Prince George's County, Maryland"
"240338017081","Block Group 1, Census Tract 8017.08, Prince George's County, Maryland",585,1548,716,51,46,36,35,21,11,7,22,40,37,42,53,53,44,68,30,33,19,22,17,16,9,4,832,43,31,53,39,17,9,8,24,51,37,50,59,68,78,100,25,34,21,26,17,19,7,16,"24033801708",255,305,106,233,228,87,488,533,193,1214," Census Tract 8017.08, Prince George's County, Maryland"
"240338017082","Block Group 2, Census Tract 8017.08, Prince George's County, Maryland",798,1877,786,69,59,79,51,35,15,13,38,50,62,68,65,44,44,28,23,16,7,8,9,2,0,1,1091,68,76,68,56,40,17,18,49,115,90,84,98,93,85,53,20,27,9,9,12,1,2,1,"24033801708",511,278,34,346,155,27,857,433,61,1351," Census Tract 8017.08, Prince George's County, Maryland"
"240338018011","Block Group 1, Census Tract 8018.01, Prince George's County, Maryland",912,1966,844,54,54,44,40,35,14,16,63,78,76,54,59,66,50,30,14,23,8,14,27,10,9,6,1122,75,67,58,30,32,18,18,58,125,81,83,72,76,87,70,30,40,21,17,22,20,8,14,"24033801801",487,303,102,395,183,74,882,486,176,1544," Census Tract 8018.01, Prince George's County, Maryland"
"240338018021","Block Group 1, Census Tract 8018.02, Prince George's County, Maryland",359,670,289,23,28,15,21,10,8,6,8,19,27,24,14,21,17,22,6,9,5,2,2,2,0,0,381,21,21,21,13,9,4,4,16,32,39,24,19,32,36,32,10,13,8,11,10,3,1,2,"24033801802",147,123,35,116,75,11,263,198,46,507," Census Tract 8018.02, Prince George's County, Maryland"
"240338018022","Block Group 2, Census Tract 8018.02, Prince George's County, Maryland",848,1765,784,59,51,58,34,22,13,15,39,53,59,62,59,54,45,55,18,28,15,12,14,8,9,2,981,55,64,40,54,32,10,17,39,75,74,65,82,71,76,80,30,31,18,21,23,13,6,5,"24033801802",394,288,86,322,200,60,716,488,146,1350," Census Tract 8018.02, Prince George's County, Maryland"
"240338018023","Block Group 3, Census Tract 8018.02, Prince George's County, Maryland",544,1420,632,40,46,54,41,23,10,7,26,40,36,41,40,38,44,42,11,15,16,9,24,18,7,4,788,52,40,59,36,27,11,9,27,36,44,64,42,65,56,64,30,20,13,28,29,14,15,7,"24033801802",260,235,106,223,150,78,483,385,184,1052," Census Tract 8018.02, Prince George's County, Maryland"
"240338018041","Block Group 1, Census Tract 8018.04, Prince George's County, Maryland",245,620,290,25,18,10,15,7,4,4,9,13,20,18,14,19,18,17,9,19,6,12,19,9,2,3,330,16,18,12,10,8,6,3,14,22,13,20,27,20,24,22,12,16,10,18,14,14,8,3,"24033801804",113,94,67,89,82,51,202,176,118,496," Census Tract 8018.04, Prince George's County, Maryland"
"240338018042","Block Group 2, Census Tract 8018.04, Prince George's County, Maryland",566,1402,654,34,32,37,28,18,14,12,28,37,33,28,40,56,50,55,23,22,21,16,25,15,21,9,748,28,27,44,29,14,7,8,20,35,43,32,48,52,72,61,21,42,27,30,41,22,23,22,"24033801804",207,248,165,210,206,107,417,454,272,1143," Census Tract 8018.04, Prince George's County, Maryland"
"240338018051","Block Group 1, Census Tract 8018.05, Prince George's County, Maryland",1340,2763,1339,67,85,85,63,40,24,25,74,129,94,116,95,107,92,73,17,42,15,25,34,21,9,7,1424,77,62,66,58,38,25,27,80,116,92,93,109,106,128,95,34,53,36,31,44,28,15,11,"24033801805",580,416,165,597,331,111,1177,747,276,2200," Census Tract 8018.05, Prince George's County, Maryland"
"240338018071","Block Group 1, Census Tract 8018.07, Prince George's County, Maryland",787,1232,611,42,25,28,12,5,9,9,44,79,72,39,42,56,40,31,20,21,6,11,10,7,3,0,621,33,25,16,25,9,14,16,38,71,68,42,50,35,46,51,18,15,11,8,14,6,5,5,"24033801807",308,165,49,299,168,37,607,333,86,1026," Census Tract 8018.07, Prince George's County, Maryland"
"240338018072","Block Group 2, Census Tract 8018.07, Prince George's County, Maryland",954,2312,1032,60,57,97,61,40,12,11,55,70,62,65,79,77,61,57,28,33,17,22,29,20,14,5,1280,67,68,83,46,32,17,14,64,66,77,91,89,86,108,101,44,59,22,48,43,33,13,9,"24033801807",450,398,168,394,256,107,844,654,275,1773," Census Tract 8018.07, Prince George's County, Maryland"
"240338018073","Block Group 3, Census Tract 8018.07, Prince George's County, Maryland",450,1141,533,38,29,35,18,14,13,10,26,41,34,33,29,37,39,32,13,14,15,15,20,17,7,4,608,32,33,27,26,14,7,10,31,46,39,37,31,42,68,31,17,22,11,18,26,18,12,10,"24033801807",215,180,95,200,135,78,415,315,173,903," Census Tract 8018.07, Prince George's County, Maryland"
"240338018081","Block Group 1, Census Tract 8018.08, Prince George's County, Maryland",430,969,458,35,29,23,28,15,8,4,19,31,23,37,31,30,33,27,14,11,11,5,19,15,5,5,511,30,20,17,21,15,5,6,24,40,22,33,43,50,40,32,22,14,10,15,18,13,12,9,"24033801808",188,158,77,168,115,60,356,273,137,766," Census Tract 8018.08, Prince George's County, Maryland"
"240338018082","Block Group 2, Census Tract 8018.08, Prince George's County, Maryland",335,839,379,28,19,28,18,18,7,6,18,34,15,20,22,21,27,23,10,12,7,8,12,13,10,3,460,30,27,20,21,13,6,8,16,37,25,20,29,31,31,37,17,21,6,9,24,17,4,11,"24033801808",154,137,71,140,93,53,294,230,124,648," Census Tract 8018.08, Prince George's County, Maryland"
"240338018083","Block Group 3, Census Tract 8018.08, Prince George's County, Maryland",876,1881,834,75,64,60,37,25,16,12,43,116,61,56,53,56,45,39,15,13,6,16,8,8,8,2,1047,75,73,53,36,26,11,21,71,110,77,62,73,82,85,44,27,18,21,23,12,24,10,13,"24033801808",451,256,103,382,168,48,833,424,151,1408," Census Tract 8018.08, Prince George's County, Maryland"
"240338019011","Block Group 1, Census Tract 8019.01, Prince George's County, Maryland",301,816,399,14,25,25,21,13,3,4,13,11,17,27,27,47,31,44,9,19,12,13,11,8,4,1,417,10,13,28,21,16,7,5,10,17,16,28,24,34,45,40,18,20,12,9,14,14,9,7,"24033801901",123,157,65,115,150,49,238,307,114,659," Census Tract 8019.01, Prince George's County, Maryland"
"240338019012","Block Group 2, Census Tract 8019.01, Prince George's County, Maryland",552,1481,710,40,37,52,29,20,10,7,28,31,32,36,43,62,52,69,19,28,21,18,27,24,11,14,771,50,36,41,42,9,7,7,28,37,28,35,59,56,63,87,21,30,16,30,25,25,25,14,"24033801901",210,257,135,207,230,115,417,487,250,1154," Census Tract 8019.01, Prince George's County, Maryland"
"240338019013","Block Group 3, Census Tract 8019.01, Prince George's County, Maryland",391,1112,524,28,37,36,26,18,7,10,27,24,31,37,24,39,35,37,13,17,11,14,23,17,9,4,588,18,41,43,31,16,6,5,21,21,36,24,34,48,44,50,20,22,14,22,28,19,16,9,"24033801901",163,184,108,178,141,78,341,325,186,852," Census Tract 8019.01, Prince George's County, Maryland"
"240338019014","Block Group 4, Census Tract 8019.01, Prince George's County, Maryland",543,1500,697,41,30,48,36,22,9,16,26,27,29,35,51,66,59,44,29,25,17,24,26,17,9,11,803,47,39,49,34,27,12,6,26,37,35,40,61,67,63,66,23,43,18,25,27,26,17,15,"24033801901",244,262,128,215,223,104,459,485,232,1176," Census Tract 8019.01, Prince George's County, Maryland"
"240338019041","Block Group 1, Census Tract 8019.04, Prince George's County, Maryland",837,2111,997,126,93,91,43,31,6,16,52,68,73,62,73,40,74,35,13,24,18,18,16,13,10,2,1114,93,98,72,45,30,13,8,61,122,101,87,67,88,54,58,20,25,15,11,21,13,5,7,"24033801904",489,245,72,381,186,77,870,431,149,1450," Census Tract 8019.04, Prince George's County, Maryland"
"240338019042","Block Group 2, Census Tract 8019.04, Prince George's County, Maryland",496,1294,624,39,29,44,29,14,4,10,22,29,31,34,36,46,61,55,15,32,14,19,24,19,9,9,670,35,30,45,25,15,2,9,22,27,29,43,44,58,60,56,20,32,18,23,28,18,19,12,"24033801904",191,226,118,180,209,94,371,435,212,1018," Census Tract 8019.04, Prince George's County, Maryland"
"240338019051","Block Group 1, Census Tract 8019.05, Prince George's County, Maryland",1018,2379,1101,62,74,85,51,32,21,15,41,106,71,94,77,80,89,65,22,30,14,22,24,14,7,5,1278,58,58,65,61,26,16,10,64,129,106,99,86,110,103,85,35,46,18,25,38,18,11,11,"24033801905",536,379,121,457,286,86,993,665,207,1865," Census Tract 8019.05, Prince George's County, Maryland"
"240338019052","Block Group 2, Census Tract 8019.05, Prince George's County, Maryland",1196,2317,1104,64,69,68,55,36,20,18,50,94,113,84,74,77,56,65,24,34,20,21,28,19,7,8,1213,66,54,49,40,25,8,10,40,104,120,90,105,85,101,87,43,39,26,33,34,19,15,20,"24033801905",502,355,147,489,256,103,991,611,250,1852," Census Tract 8019.05, Prince George's County, Maryland"
"240338019061","Block Group 1, Census Tract 8019.06, Prince George's County, Maryland",401,1007,479,41,30,50,31,13,9,10,20,40,30,42,31,32,29,25,7,16,4,4,8,4,3,0,528,32,34,49,32,13,3,6,37,52,32,44,35,33,48,24,10,11,5,10,7,5,3,3,"24033801906",222,126,33,195,109,23,417,235,56,708," Census Tract 8019.06, Prince George's County, Maryland"
"240338019062","Block Group 2, Census Tract 8019.06, Prince George's County, Maryland",356,959,454,19,30,42,18,10,4,5,14,29,30,27,42,26,28,31,14,25,18,10,13,7,5,7,505,27,35,36,18,13,4,6,12,27,36,37,33,40,41,38,15,13,18,14,9,15,10,8,"24033801906",168,147,74,161,124,60,329,271,134,734," Census Tract 8019.06, Prince George's County, Maryland"
"240338019071","Block Group 1, Census Tract 8019.07, Prince George's County, Maryland",1356,2824,1187,69,67,77,61,27,16,8,35,66,68,76,63,69,69,86,26,48,41,42,72,50,27,24,1637,54,50,65,56,25,12,11,37,59,94,84,116,110,134,100,54,75,50,84,103,126,70,68,"24033801907",438,473,501,359,298,256,797,771,757,2325," Census Tract 8019.07, Prince George's County, Maryland"
"240338019072","Block Group 2, Census Tract 8019.07, Prince George's County, Maryland",363,704,337,38,19,23,18,8,4,3,9,31,38,15,24,26,28,18,8,7,6,4,2,5,2,1,367,35,21,22,10,11,6,7,19,34,32,23,27,26,27,27,5,9,5,9,5,3,2,2,"24033801907",159,94,26,132,87,20,291,181,46,518," Census Tract 8019.07, Prince George's County, Maryland"
"240338019081","Block Group 1, Census Tract 8019.08, Prince George's County, Maryland",797,1883,838,71,57,61,41,36,13,18,54,76,63,71,51,58,46,48,14,20,9,10,10,5,5,1,1045,77,67,67,51,31,17,20,61,103,74,72,68,87,64,66,16,29,10,16,19,14,9,7,"24033801908",446,262,75,382,186,40,828,448,115,1391," Census Tract 8019.08, Prince George's County, Maryland"
"240338019082","Block Group 2, Census Tract 8019.08, Prince George's County, Maryland",633,1480,658,54,53,53,31,33,11,5,31,56,61,49,54,44,37,43,11,7,6,7,6,5,1,0,822,51,50,49,39,31,18,9,32,74,77,58,72,73,59,50,17,23,2,13,13,10,2,0,"24033801908",371,222,40,300,142,25,671,364,65,1100," Census Tract 8019.08, Prince George's County, Maryland"
"240338020011","Block Group 1, Census Tract 8020.01, Prince George's County, Maryland",718,1660,740,82,75,66,55,30,11,17,32,58,54,47,56,46,38,24,8,11,6,7,6,2,8,1,920,84,69,43,54,31,12,19,65,82,74,80,76,75,53,33,12,16,13,11,7,9,1,1,"24033802001",439,189,42,305,127,30,744,316,72,1132," Census Tract 8020.01, Prince George's County, Maryland"
"240338020012","Block Group 2, Census Tract 8020.01, Prince George's County, Maryland",981,2368,1130,107,78,91,64,41,15,21,66,116,85,77,75,71,52,41,33,26,12,18,17,16,5,3,1238,102,76,73,53,35,17,34,75,130,85,91,84,98,66,83,24,24,17,19,16,18,14,4,"24033802001",551,295,88,496,223,71,1047,518,159,1724," Census Tract 8020.01, Prince George's County, Maryland"
"240338020013","Block Group 3, Census Tract 8020.01, Prince George's County, Maryland",716,1674,770,58,56,53,46,23,12,15,30,73,48,48,50,65,69,31,16,14,12,5,24,13,6,3,904,48,59,44,47,29,6,8,31,70,72,66,71,80,70,71,24,30,11,13,30,16,3,5,"24033802001",353,275,78,299,195,63,652,470,141,1263," Census Tract 8020.01, Prince George's County, Maryland"
"240338020021","Block Group 1, Census Tract 8020.02, Prince George's County, Maryland",119,334,171,10,17,6,6,5,4,3,12,19,24,9,11,13,12,4,4,1,2,3,4,0,0,2,163,15,8,8,8,3,2,4,10,21,11,10,9,12,13,8,3,1,3,3,2,2,2,5,"24033802002",70,37,17,87,34,11,157,71,28,256," Census Tract 8020.02, Prince George's County, Maryland"
"240338020022","Block Group 2, Census Tract 8020.02, Prince George's County, Maryland",795,1883,810,60,82,70,36,23,12,13,29,64,55,48,43,59,38,38,14,30,15,25,18,14,9,15,1073,63,49,70,53,27,12,15,33,80,82,70,79,73,79,78,21,41,18,38,27,29,20,16,"24033802002",398,292,148,287,179,96,685,471,244,1400," Census Tract 8020.02, Prince George's County, Maryland"
"240338020023","Block Group 3, Census Tract 8020.02, Prince George's County, Maryland",579,1530,676,51,55,62,31,23,13,13,28,43,43,49,53,62,42,34,14,20,8,9,8,11,2,2,854,46,50,62,36,22,15,7,34,40,55,76,81,92,59,65,17,35,15,16,13,7,5,6,"24033802002",330,268,62,265,172,40,595,440,102,1137," Census Tract 8020.02, Prince George's County, Maryland"
"240338021031","Block Group 1, Census Tract 8021.03, Prince George's County, Maryland",617,1550,709,50,38,53,18,16,14,4,25,40,57,45,56,68,68,47,14,23,20,13,17,11,9,3,841,35,49,37,31,20,8,8,26,31,52,54,77,90,72,69,36,43,12,23,17,14,26,11,"24033802103",276,310,103,257,220,73,533,530,176,1239," Census Tract 8021.03, Prince George's County, Maryland"
"240338021032","Block Group 2, Census Tract 8021.03, Prince George's County, Maryland",592,1529,712,44,65,50,41,20,12,9,27,48,54,55,58,59,52,39,13,21,13,7,10,10,3,2,817,50,59,51,45,17,10,11,30,48,53,67,74,77,68,56,17,28,9,8,21,7,9,2,"24033802103",310,246,56,283,184,45,593,430,101,1124," Census Tract 8021.03, Prince George's County, Maryland"
"240338021041","Block Group 1, Census Tract 8021.04, Prince George's County, Maryland",365,823,344,28,21,25,19,16,1,8,14,18,22,23,40,22,18,16,12,14,5,6,8,8,0,0,479,28,26,33,19,12,7,2,15,26,37,30,43,33,47,48,18,16,4,9,11,7,3,5,"24033802104",172,162,39,142,82,27,314,244,66,624," Census Tract 8021.04, Prince George's County, Maryland"
"240338021042","Block Group 2, Census Tract 8021.04, Prince George's County, Maryland",611,1182,501,32,29,51,39,10,9,6,17,35,39,33,40,50,29,29,9,10,9,9,5,6,3,2,681,31,30,37,30,16,3,11,16,44,65,45,63,66,51,56,18,32,9,12,21,13,5,7,"24033802104",263,223,67,189,127,34,452,350,101,903," Census Tract 8021.04, Prince George's County, Maryland"
"240338021061","Block Group 1, Census Tract 8021.06, Prince George's County, Maryland",919,2302,1032,97,83,87,81,35,14,20,54,87,94,57,79,60,67,40,17,9,11,15,14,8,2,1,1270,101,87,75,65,53,30,21,64,126,68,113,95,100,79,77,19,34,13,15,21,3,7,4,"24033802106",570,309,63,440,193,51,1010,502,114,1626," Census Tract 8021.06, Prince George's County, Maryland"
"240338021062","Block Group 2, Census Tract 8021.06, Prince George's County, Maryland",438,1104,482,85,44,34,25,13,17,16,30,55,29,27,25,26,14,11,5,7,4,5,4,5,0,1,622,76,45,42,27,25,25,18,70,65,42,33,34,32,32,20,5,3,12,7,2,3,1,3,"24033802106",312,92,28,212,63,19,524,155,47,726," Census Tract 8021.06, Prince George's County, Maryland"
"240338021063","Block Group 3, Census Tract 8021.06, Prince George's County, Maryland",453,1102,479,62,54,36,27,17,16,14,30,44,48,34,28,22,23,13,2,2,1,2,4,0,0,0,623,61,57,43,36,17,9,8,35,73,55,62,47,37,33,29,7,7,2,1,3,1,0,0,"24033802106",306,113,7,231,62,7,537,175,14,726," Census Tract 8021.06, Prince George's County, Maryland"
"240338021071","Block Group 1, Census Tract 8021.07, Prince George's County, Maryland",466,1145,498,38,26,49,38,23,14,11,20,37,29,41,36,35,34,29,10,10,5,5,4,1,2,1,647,45,47,46,31,25,7,6,24,40,52,58,64,68,50,37,7,12,3,13,4,5,1,2,"24033802107",276,174,28,211,118,18,487,292,46,825," Census Tract 8021.07, Prince George's County, Maryland"
"240338021072","Block Group 2, Census Tract 8021.07, Prince George's County, Maryland",310,684,307,31,22,28,20,10,5,8,23,39,30,18,29,14,10,11,0,4,2,0,2,0,1,0,377,32,29,31,17,16,10,3,22,41,33,30,44,25,19,14,3,3,2,1,2,0,0,0,"24033802107",199,64,5,162,39,5,361,103,10,474," Census Tract 8021.07, Prince George's County, Maryland"
"240338021073","Block Group 3, Census Tract 8021.07, Prince George's County, Maryland",782,1731,756,89,67,61,36,25,12,9,52,75,63,70,53,42,45,27,7,6,5,3,5,1,1,2,975,85,59,59,40,37,21,33,71,128,89,63,84,68,49,37,11,15,4,7,4,5,3,3,"24033802107",526,180,26,359,127,17,885,307,43,1235," Census Tract 8021.07, Prince George's County, Maryland"
"240338022011","Block Group 1, Census Tract 8022.01, Prince George's County, Maryland",376,853,406,25,26,26,22,16,6,5,12,31,16,23,25,38,32,37,8,8,10,7,9,14,4,6,447,14,23,30,20,11,2,3,11,24,22,28,33,40,44,31,14,20,12,16,20,9,11,9,"24033802201",134,149,77,134,123,50,268,272,127,667," Census Tract 8022.01, Prince George's County, Maryland"
"240338022012","Block Group 2, Census Tract 8022.01, Prince George's County, Maryland",485,1019,457,34,36,29,22,18,7,5,13,38,36,31,40,45,24,21,10,12,5,10,9,4,5,3,562,23,26,29,17,12,8,7,8,34,68,40,53,53,50,42,14,21,7,14,9,10,10,7,"24033802201",230,180,57,188,112,36,418,292,93,803," Census Tract 8022.01, Prince George's County, Maryland"
"240338022031","Block Group 1, Census Tract 8022.03, Prince George's County, Maryland",889,2112,1003,80,73,66,71,36,15,18,36,78,63,69,69,61,70,66,30,24,14,12,23,14,12,3,1109,70,68,69,52,34,12,10,50,90,71,79,74,89,90,67,36,26,16,23,32,22,17,12,"24033802203",420,308,122,384,251,78,804,559,200,1563," Census Tract 8022.03, Prince George's County, Maryland"
"240338022032","Block Group 2, Census Tract 8022.03, Prince George's County, Maryland",463,1277,616,39,34,37,29,20,10,8,23,30,36,36,61,52,49,43,23,14,18,13,23,12,3,3,661,45,35,39,32,15,10,13,24,38,34,38,52,54,55,59,31,18,13,15,19,12,4,6,"24033802203",224,217,69,224,181,72,448,398,141,987," Census Tract 8022.03, Prince George's County, Maryland"
"240338022033","Block Group 3, Census Tract 8022.03, Prince George's County, Maryland",414,1266,585,19,23,28,23,21,8,10,30,33,19,33,50,54,50,43,17,25,21,16,31,14,11,6,681,24,38,36,31,16,9,5,23,19,30,37,57,41,60,60,23,39,16,13,29,28,19,28,"24033802203",196,223,133,204,189,99,400,412,232,1044," Census Tract 8022.03, Prince George's County, Maryland"
