"BlockGroup","NAME","TotHH","TotPerson","TotMale","MaleLT5Yrs","Male5to9Yrs","Male10to14Yrs","Male15to17Yrs","Male18to19Yrs","Male20Yrs","Male21Yrs","Male22to24Yrs","Male25to29Yrs","Male30to34Yrs","Male35to39Yrs","Male40to44Yrs","Male45to49Yrs","Male50to54Yrs","Male55to59Yrs","Male60to61Yrs","Male62to64Yrs","Male65to66Yrs","Male67to69Yrs","Male70to74Yrs","Male75to79Yrs","Male80to84Yrs","MaleGE85Yrs","TotFemale","FemaleLT5Yrs","Female5to9Yrs","Female10to14Yrs","Female15to17Yrs","Female18to19Yrs","Female20Yrs","Female21Yrs","Female22to24Yrs","Female25to29Yrs","Female30to34Yrs","Female35to39Yrs","Female40to44Yrs","Female45to49Yrs","Female50to54Yrs","Female55to59Yrs","Female60to61Yrs","Female62to64Yrs","Female65to66Yrs","Female67to69Yrs","Female70to74Yrs","Female75to79Yrs","Female80to84Yrs","FemaleGE85Yrs","Tract","Age1_Female","Age2_Female","Age3_Female","Age1_Male","Age2_Male","Age3_Male","Age1_Total","Age2_Total","Age3_Total","Target_Total","Tract_Name"
"240338022043","Block Group 3, Census Tract 8022.04, Prince George's County, Maryland",621,1817,828,54,56,60,47,32,20,9,25,38,39,53,73,48,62,60,21,34,19,19,25,26,7,1,989,49,55,81,51,21,16,9,41,56,30,72,71,83,64,71,34,48,25,30,33,27,15,7,"24033802204",316,300,137,289,225,97,605,525,234,1364," Census Tract 8022.04, Prince George's County, Maryland"
"240338022044","Block Group 4, Census Tract 8022.04, Prince George's County, Maryland",563,1486,642,59,59,61,33,19,14,14,23,39,44,57,41,57,47,34,15,6,4,7,3,4,1,1,844,53,49,56,37,22,16,13,31,51,74,74,85,68,68,66,21,26,9,8,9,6,0,2,"24033802204",366,249,34,251,159,20,617,408,54,1079," Census Tract 8022.04, Prince George's County, Maryland"
"240338023011","Block Group 1, Census Tract 8023.01, Prince George's County, Maryland",527,1420,684,41,49,54,40,24,13,9,23,40,26,40,50,45,56,51,23,27,14,14,23,8,6,8,736,38,26,52,35,21,16,16,20,45,39,43,60,63,79,62,15,28,18,22,14,13,4,7,"24033802301",260,247,78,225,202,73,485,449,151,1085," Census Tract 8023.01, Prince George's County, Maryland"
"240338023012","Block Group 2, Census Tract 8023.01, Prince George's County, Maryland",436,1204,592,32,23,45,22,17,11,13,26,42,34,27,34,45,47,43,16,30,13,20,24,11,9,8,612,31,31,36,27,14,9,10,25,28,27,25,38,55,47,43,33,30,22,27,23,10,12,9,"24033802301",176,208,103,204,181,85,380,389,188,957," Census Tract 8023.01, Prince George's County, Maryland"
"240338023013","Block Group 3, Census Tract 8023.01, Prince George's County, Maryland",400,1050,498,34,34,39,26,24,13,7,25,21,21,26,31,34,48,41,11,18,9,12,12,5,3,4,552,29,29,37,19,19,12,6,21,23,34,38,34,54,56,45,14,15,19,9,13,8,7,11,"24033802301",187,184,67,168,152,45,355,336,112,803," Census Tract 8023.01, Prince George's County, Maryland"
"240338024041","Block Group 1, Census Tract 8024.04, Prince George's County, Maryland",507,1193,506,88,68,62,39,20,11,4,40,39,41,15,8,18,14,15,4,7,3,2,7,1,0,0,687,71,70,44,37,23,8,17,33,102,53,52,45,34,40,31,7,5,2,6,4,2,0,1,"24033802404",333,117,15,178,58,13,511,175,28,714," Census Tract 8024.04, Prince George's County, Maryland"
"240338024042","Block Group 2, Census Tract 8024.04, Prince George's County, Maryland",390,851,393,44,30,38,25,20,6,5,12,26,27,19,28,27,27,26,7,13,0,3,5,3,1,1,458,19,32,28,12,25,7,9,16,37,36,32,31,45,40,32,11,17,5,5,11,3,3,2,"24033802404",193,145,29,143,100,13,336,245,42,623," Census Tract 8024.04, Prince George's County, Maryland"
"240338024043","Block Group 3, Census Tract 8024.04, Prince George's County, Maryland",1063,2496,1084,104,101,88,64,39,21,12,49,85,70,97,86,79,61,40,17,27,10,10,12,7,2,3,1412,85,98,107,69,41,17,11,50,126,125,105,134,113,88,89,30,30,20,22,35,12,4,1,"24033802404",609,350,94,459,224,44,1068,574,138,1780," Census Tract 8024.04, Prince George's County, Maryland"
"240338024051","Block Group 1, Census Tract 8024.05, Prince George's County, Maryland",983,2159,930,88,86,75,54,34,18,11,63,87,70,77,56,53,47,33,13,25,11,14,8,4,2,1,1229,97,82,80,40,26,16,29,69,128,111,86,89,98,79,80,35,19,13,16,15,7,8,6,"24033802405",554,311,65,416,171,40,970,482,105,1557," Census Tract 8024.05, Prince George's County, Maryland"
"240338024052","Block Group 2, Census Tract 8024.05, Prince George's County, Maryland",827,2081,930,62,66,70,36,36,26,10,35,51,62,53,75,67,57,46,22,24,17,31,32,23,16,13,1151,54,57,65,51,20,11,9,45,65,89,58,93,98,78,84,30,59,27,43,34,38,27,16,"24033802405",390,349,185,348,216,132,738,565,317,1620," Census Tract 8024.05, Prince George's County, Maryland"
"240338024061","Block Group 1, Census Tract 8024.06, Prince George's County, Maryland",453,1203,573,31,42,44,29,32,9,9,29,34,29,37,38,43,29,41,7,14,9,17,27,13,3,7,630,39,38,44,31,16,14,3,30,33,42,40,44,41,58,44,22,12,10,18,22,15,7,7,"24033802406",222,177,79,217,134,76,439,311,155,905," Census Tract 8024.06, Prince George's County, Maryland"
"240338024062","Block Group 2, Census Tract 8024.06, Prince George's County, Maryland",527,1237,560,57,50,44,30,16,11,14,34,52,54,50,35,30,30,19,6,8,2,1,10,7,0,0,677,56,39,51,35,17,12,8,43,78,41,56,55,46,46,36,13,13,8,6,8,5,1,4,"24033802406",310,154,32,266,93,20,576,247,52,875," Census Tract 8024.06, Prince George's County, Maryland"
"240338024071","Block Group 1, Census Tract 8024.07, Prince George's County, Maryland",825,1720,741,54,41,49,34,25,21,18,41,57,47,57,53,53,61,41,13,20,3,20,13,12,4,4,979,55,52,57,43,22,14,21,47,107,60,67,69,68,82,68,25,32,16,12,24,12,15,11,"24033802407",407,275,90,319,188,56,726,463,146,1335," Census Tract 8024.07, Prince George's County, Maryland"
"240338024072","Block Group 2, Census Tract 8024.07, Prince George's County, Maryland",1116,1975,903,67,51,52,22,25,16,22,39,84,80,75,76,79,68,46,23,19,13,18,11,10,3,4,1072,63,51,35,42,20,25,10,60,122,89,92,69,119,76,71,28,34,20,9,23,5,5,4,"24033802407",487,328,66,417,235,59,904,563,125,1592," Census Tract 8024.07, Prince George's County, Maryland"
"240338024081","Block Group 1, Census Tract 8024.08, Prince George's County, Maryland",830,1775,861,58,48,58,43,27,13,9,52,94,78,74,65,68,50,45,13,20,4,17,11,10,1,3,914,71,58,55,28,23,6,16,51,90,83,55,85,64,75,55,24,25,9,19,12,3,1,6,"24033802408",409,243,50,412,196,46,821,439,96,1356," Census Tract 8024.08, Prince George's County, Maryland"
"240338024082","Block Group 2, Census Tract 8024.08, Prince George's County, Maryland",5,8,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"24033802408",3,1,0,2,1,0,5,2,0,7," Census Tract 8024.08, Prince George's County, Maryland"
"240338025011","Block Group 1, Census Tract 8025.01, Prince George's County, Maryland",708,1539,715,45,48,54,36,16,9,7,31,61,55,50,51,60,57,60,13,9,2,12,19,13,6,1,824,44,42,29,23,26,10,9,37,69,52,55,78,86,59,72,21,28,11,15,21,16,14,7,"24033802501",336,266,84,280,199,53,616,465,137,1218," Census Tract 8025.01, Prince George's County, Maryland"
"240338025012","Block Group 2, Census Tract 8025.01, Prince George's County, Maryland",739,1628,696,64,52,50,28,25,17,8,35,61,48,39,42,46,56,34,16,22,10,9,21,12,1,0,932,63,64,58,31,19,18,17,61,92,80,46,66,80,81,45,23,23,17,21,17,6,2,2,"24033802501",399,252,65,275,174,53,674,426,118,1218," Census Tract 8025.01, Prince George's County, Maryland"
"240338025021","Block Group 1, Census Tract 8025.02, Prince George's County, Maryland",362,966,456,32,22,33,15,21,3,6,16,31,35,32,33,43,30,21,12,10,10,13,16,13,5,4,510,21,23,46,23,13,3,7,18,23,40,32,39,41,33,37,17,13,12,19,20,16,11,3,"24033802502",175,141,81,177,116,61,352,257,142,751," Census Tract 8025.02, Prince George's County, Maryland"
"240338025022","Block Group 2, Census Tract 8025.02, Prince George's County, Maryland",768,1440,685,44,44,61,54,24,16,13,24,54,38,52,62,40,45,33,10,18,9,13,11,11,6,3,755,51,55,50,44,22,7,13,21,52,57,63,43,61,41,59,17,22,11,15,25,10,4,12,"24033802502",278,200,77,283,146,53,561,346,130,1037," Census Tract 8025.02, Prince George's County, Maryland"
"240338026001","Block Group 1, Census Tract 8026, Prince George's County, Maryland",644,1651,795,55,66,70,48,37,11,6,27,51,40,47,55,50,72,44,13,19,18,13,20,19,12,2,856,44,55,67,42,39,13,13,22,47,47,69,76,66,53,51,26,22,17,22,31,16,13,5,"24033802600",326,218,104,274,198,84,600,416,188,1204," Census Tract 8026, Prince George's County, Maryland"
"240338026002","Block Group 2, Census Tract 8026, Prince George's County, Maryland",632,1629,783,61,54,61,51,26,16,19,38,45,51,48,69,51,60,42,11,13,14,12,21,11,7,2,846,56,55,58,47,24,11,14,39,55,64,52,70,64,67,44,15,27,12,18,27,13,6,8,"24033802600",329,217,84,312,177,67,641,394,151,1186," Census Tract 8026, Prince George's County, Maryland"
"240338027001","Block Group 1, Census Tract 8027, Prince George's County, Maryland",317,911,449,25,24,37,31,15,7,12,16,24,39,23,33,43,27,35,10,11,6,11,13,4,2,1,462,22,27,44,25,17,13,13,5,21,30,35,43,38,33,27,11,11,8,7,7,12,6,7,"24033802700",177,120,47,169,126,37,346,246,84,676," Census Tract 8027, Prince George's County, Maryland"
"240338027002","Block Group 2, Census Tract 8027, Prince George's County, Maryland",390,976,464,31,28,31,28,15,6,6,15,22,26,25,30,35,44,29,17,12,10,14,22,12,1,5,512,25,30,30,28,19,5,5,14,27,19,28,34,40,43,28,15,21,11,16,33,13,11,17,"24033802700",151,147,101,145,137,64,296,284,165,745," Census Tract 8027, Prince George's County, Maryland"
"240338027003","Block Group 3, Census Tract 8027, Prince George's County, Maryland",322,867,427,21,34,29,37,14,10,11,18,28,23,28,39,24,32,25,9,12,3,12,7,6,2,3,440,24,22,36,23,18,6,12,14,24,25,30,35,43,26,24,14,16,4,13,15,8,3,5,"24033802700",164,123,48,171,102,33,335,225,81,641," Census Tract 8027, Prince George's County, Maryland"
"240338028031","Block Group 1, Census Tract 8028.03, Prince George's County, Maryland",1232,3008,1290,89,117,98,82,42,19,23,58,84,85,99,82,91,72,63,26,36,16,21,37,26,9,15,1718,108,99,129,79,45,23,15,53,97,105,112,136,133,119,82,44,45,28,63,68,58,48,29,"24033802803",586,423,294,492,288,124,1078,711,418,2207," Census Tract 8028.03, Prince George's County, Maryland"
"240338028032","Block Group 2, Census Tract 8028.03, Prince George's County, Maryland",907,2093,920,110,85,63,42,41,18,16,48,68,79,68,60,58,47,42,18,15,8,8,12,8,5,1,1173,97,80,60,59,34,15,19,74,108,97,80,86,68,73,69,20,34,15,17,25,19,12,12,"24033802803",513,264,100,398,180,42,911,444,142,1497," Census Tract 8028.03, Prince George's County, Maryland"
"240338028041","Block Group 1, Census Tract 8028.04, Prince George's County, Maryland",266,655,292,6,10,10,12,13,3,2,5,14,19,14,18,29,27,24,8,6,4,9,30,15,10,4,363,9,13,21,15,4,1,4,9,17,8,25,13,29,34,27,19,18,12,25,27,14,16,3,"24033802804",81,127,97,88,94,72,169,221,169,559," Census Tract 8028.04, Prince George's County, Maryland"
"240338028042","Block Group 2, Census Tract 8028.04, Prince George's County, Maryland",653,1919,834,83,82,94,59,36,15,10,37,58,58,48,36,60,44,28,10,12,12,6,24,13,6,3,1085,72,91,90,61,41,16,17,42,72,95,83,68,74,49,59,16,26,24,19,32,20,11,7,"24033802804",434,224,113,298,154,64,732,378,177,1287," Census Tract 8028.04, Prince George's County, Maryland"
"240338028043","Block Group 3, Census Tract 8028.04, Prince George's County, Maryland",516,1313,577,33,46,39,36,16,8,8,15,30,34,30,39,41,29,29,13,23,18,26,38,16,6,4,736,34,36,52,18,24,13,5,14,55,43,55,44,55,48,45,13,39,41,29,43,15,9,6,"24033802804",253,200,143,180,135,108,433,335,251,1019," Census Tract 8028.04, Prince George's County, Maryland"
"240338028044","Block Group 4, Census Tract 8028.04, Prince George's County, Maryland",674,1579,678,63,60,66,39,24,14,13,25,52,49,56,40,52,34,26,8,10,7,9,21,6,4,0,901,65,55,55,36,24,10,9,30,97,85,62,57,70,68,47,35,18,8,22,20,13,8,7,"24033802804",374,238,78,273,130,47,647,368,125,1140," Census Tract 8028.04, Prince George's County, Maryland"
"240338028051","Block Group 1, Census Tract 8028.05, Prince George's County, Maryland",493,1316,642,41,51,43,41,21,7,9,28,37,62,42,56,35,39,38,10,19,11,23,16,10,0,3,674,49,36,51,22,17,9,6,31,44,37,40,56,42,38,42,13,22,16,30,32,25,6,10,"24033802805",240,157,119,262,141,63,502,298,182,982," Census Tract 8028.05, Prince George's County, Maryland"
"240338028052","Block Group 2, Census Tract 8028.05, Prince George's County, Maryland",488,1349,581,76,63,64,31,17,14,8,24,35,31,27,28,31,33,20,10,11,4,15,20,11,6,2,768,69,48,48,51,30,14,14,29,50,52,51,45,53,53,34,16,23,15,20,24,15,8,6,"24033802805",285,179,88,184,105,58,469,284,146,899," Census Tract 8028.05, Prince George's County, Maryland"
"240338028053","Block Group 3, Census Tract 8028.05, Prince George's County, Maryland",824,2230,1049,81,63,63,58,38,11,15,53,57,57,91,61,90,72,46,21,26,22,29,43,32,14,6,1181,54,60,72,50,28,15,10,49,61,78,77,89,80,110,71,35,36,28,42,69,36,20,11,"24033802805",407,332,206,383,255,146,790,587,352,1729," Census Tract 8028.05, Prince George's County, Maryland"
"240338029011","Block Group 1, Census Tract 8029.01, Prince George's County, Maryland",679,1537,619,59,52,75,27,19,8,6,20,44,25,33,30,48,49,35,10,10,14,12,21,17,2,3,918,83,70,58,42,29,10,10,50,91,55,47,58,53,71,47,7,15,16,31,31,23,13,8,"24033802901",350,193,122,185,152,69,535,345,191,1071," Census Tract 8029.01, Prince George's County, Maryland"
"240338029012","Block Group 2, Census Tract 8029.01, Prince George's County, Maryland",402,1159,599,35,40,46,35,19,9,8,23,46,34,34,44,36,65,39,14,15,7,7,13,17,11,2,560,35,33,26,28,12,8,13,14,46,30,30,35,47,48,40,8,20,11,12,29,18,12,5,"24033802901",188,163,87,217,169,57,405,332,144,881," Census Tract 8029.01, Prince George's County, Maryland"
"240338029013","Block Group 3, Census Tract 8029.01, Prince George's County, Maryland",457,1266,631,38,35,46,25,24,13,8,32,36,40,47,46,52,44,40,13,17,11,14,25,16,5,4,635,32,33,45,36,22,10,11,29,27,30,33,46,48,51,40,17,16,12,22,29,24,12,10,"24033802901",208,172,109,246,166,75,454,338,184,976," Census Tract 8029.01, Prince George's County, Maryland"
"240338030011","Block Group 1, Census Tract 8030.01, Prince George's County, Maryland",577,1520,719,41,54,68,42,20,14,11,26,55,45,56,50,53,56,34,25,15,12,13,13,8,7,1,801,44,42,48,38,27,11,13,32,50,57,49,56,67,67,62,20,26,16,16,18,16,8,18,"24033803001",295,242,92,277,183,54,572,425,146,1143," Census Tract 8030.01, Prince George's County, Maryland"
"240338030012","Block Group 2, Census Tract 8030.01, Prince George's County, Maryland",560,1425,702,46,46,61,41,29,10,13,27,39,38,47,52,39,60,38,20,23,7,20,22,9,10,5,723,43,33,51,33,20,11,7,26,41,38,55,51,59,51,51,27,22,11,19,21,16,11,26,"24033803001",249,210,104,255,180,73,504,390,177,1071," Census Tract 8030.01, Prince George's County, Maryland"
"240338030021","Block Group 1, Census Tract 8030.02, Prince George's County, Maryland",628,1494,677,43,43,46,37,25,11,9,18,43,54,47,46,51,53,29,25,10,13,18,26,16,12,2,817,55,39,39,37,16,20,7,35,47,41,41,68,72,66,55,18,23,17,20,34,28,11,28,"24033803002",275,234,138,253,168,87,528,402,225,1155," Census Tract 8030.02, Prince George's County, Maryland"
"240338030022","Block Group 2, Census Tract 8030.02, Prince George's County, Maryland",512,1229,527,37,36,44,37,18,13,2,19,25,28,37,36,36,32,27,12,8,5,14,17,22,17,5,702,39,32,49,34,15,9,11,27,31,53,43,49,56,51,39,12,25,10,17,31,41,18,10,"24033803002",238,183,127,178,115,80,416,298,207,921," Census Tract 8030.02, Prince George's County, Maryland"
"240338031001","Block Group 1, Census Tract 8031, Prince George's County, Maryland",399,1014,502,41,28,31,24,13,9,6,22,27,27,32,33,47,39,37,15,14,11,7,9,11,7,12,512,29,29,24,13,14,4,3,20,31,30,30,34,31,56,40,14,12,10,12,13,22,13,28,"24033803100",166,153,98,169,152,57,335,305,155,795," Census Tract 8031, Prince George's County, Maryland"
"240338031002","Block Group 2, Census Tract 8031, Prince George's County, Maryland",702,1613,753,74,46,53,24,20,13,14,48,54,52,50,51,60,62,48,20,14,7,8,13,8,10,4,860,52,50,53,39,37,14,11,47,70,78,42,63,52,69,47,19,23,11,21,19,10,17,16,"24033803100",362,210,94,302,204,50,664,414,144,1222," Census Tract 8031, Prince George's County, Maryland"
"240338032001","Block Group 1, Census Tract 8032, Prince George's County, Maryland",649,1677,778,71,61,67,32,35,14,18,39,68,61,47,45,61,53,34,11,16,11,8,16,6,2,2,899,56,55,63,47,27,18,14,55,71,72,70,69,71,54,48,9,20,11,20,26,14,7,2,"24033803200",396,202,80,327,175,45,723,377,125,1225," Census Tract 8032, Prince George's County, Maryland"
"240338032002","Block Group 2, Census Tract 8032, Prince George's County, Maryland",567,1350,612,63,72,44,31,26,5,3,29,55,57,49,37,48,36,24,8,8,2,5,6,3,1,0,738,57,53,42,29,23,15,12,30,85,69,70,48,54,58,41,14,14,2,10,6,5,1,0,"24033803200",352,181,24,261,124,17,613,305,41,959," Census Tract 8032, Prince George's County, Maryland"
"240338033001","Block Group 1, Census Tract 8033, Prince George's County, Maryland",496,1235,605,45,51,54,27,14,12,4,31,37,53,45,39,56,38,26,12,10,16,14,10,7,2,2,630,41,40,34,15,18,5,7,30,53,50,48,59,52,48,40,10,19,17,17,14,6,5,2,"24033803300",270,169,61,235,142,51,505,311,112,928," Census Tract 8033, Prince George's County, Maryland"
"240338033002","Block Group 2, Census Tract 8033, Prince George's County, Maryland",490,1247,576,43,46,49,28,21,14,13,22,44,42,34,50,42,35,26,7,12,6,8,17,11,3,3,671,59,41,48,22,18,12,9,23,71,45,45,53,43,39,38,14,22,10,11,26,11,5,6,"24033803300",276,156,69,240,122,48,516,278,117,911," Census Tract 8033, Prince George's County, Maryland"
"240338033003","Block Group 3, Census Tract 8033, Prince George's County, Maryland",277,800,406,28,39,25,22,14,7,8,16,27,35,20,27,22,24,29,7,12,9,8,16,5,5,1,394,26,22,40,22,9,6,1,10,24,26,23,32,21,35,14,15,19,14,10,9,4,7,5,"24033803300",131,104,49,154,94,44,285,198,93,576," Census Tract 8033, Prince George's County, Maryland"
"240338033004","Block Group 4, Census Tract 8033, Prince George's County, Maryland",400,1055,502,35,38,39,21,15,12,3,19,40,33,35,40,33,34,23,8,16,6,11,23,11,5,2,553,44,24,36,21,14,4,7,25,39,41,32,36,41,45,34,13,20,13,15,21,10,6,12,"24033803300",198,153,77,197,114,58,395,267,135,797," Census Tract 8033, Prince George's County, Maryland"
"240338034011","Block Group 1, Census Tract 8034.01, Prince George's County, Maryland",242,657,296,30,26,28,19,9,6,2,8,14,20,20,26,17,17,12,8,8,3,5,9,8,1,0,361,30,24,26,15,8,2,6,15,21,27,28,22,34,20,21,6,7,7,7,20,11,4,0,"24033803401",129,88,49,105,62,26,234,150,75,459," Census Tract 8034.01, Prince George's County, Maryland"
"240338034012","Block Group 2, Census Tract 8034.01, Prince George's County, Maryland",263,666,317,18,20,25,17,10,10,3,17,23,22,27,28,23,14,14,2,5,4,9,11,6,5,4,349,21,25,24,18,8,7,1,17,20,18,14,18,35,18,19,11,17,10,16,14,11,3,4,"24033803401",103,100,58,140,58,39,243,158,97,498," Census Tract 8034.01, Prince George's County, Maryland"
"240338034021","Block Group 1, Census Tract 8034.02, Prince George's County, Maryland",1042,2532,1053,103,97,85,64,46,24,15,56,75,80,90,53,74,58,48,17,18,9,15,15,7,3,1,1479,122,96,102,72,47,16,30,66,108,149,102,109,121,111,79,28,29,18,24,25,12,9,4,"24033803402",627,368,92,439,215,50,1066,583,142,1791," Census Tract 8034.02, Prince George's County, Maryland"
"240338034022","Block Group 2, Census Tract 8034.02, Prince George's County, Maryland",450,1153,483,42,34,42,29,11,7,5,17,21,25,28,33,39,35,21,10,11,5,19,27,11,10,1,670,25,25,44,21,19,9,10,12,35,31,41,37,58,43,38,15,14,20,36,63,33,21,20,"24033803402",194,168,193,147,116,73,341,284,266,891," Census Tract 8034.02, Prince George's County, Maryland"
"240338034023","Block Group 3, Census Tract 8034.02, Prince George's County, Maryland",366,946,430,36,29,53,15,15,7,5,13,25,32,28,29,30,27,22,8,9,9,8,18,8,1,3,516,42,29,38,20,8,4,5,20,32,32,36,28,35,39,43,17,17,12,13,24,12,3,7,"24033803402",165,151,71,154,96,47,319,247,118,684," Census Tract 8034.02, Prince George's County, Maryland"
"240338035081","Block Group 1, Census Tract 8035.08, Prince George's County, Maryland",510,1373,636,76,70,53,30,12,7,10,23,42,35,26,40,39,37,30,18,19,6,14,22,18,7,2,737,69,58,51,32,24,14,14,37,44,49,53,40,36,42,41,19,24,9,22,20,23,10,6,"24033803508",275,162,90,195,143,69,470,305,159,934," Census Tract 8035.08, Prince George's County, Maryland"
"240338035082","Block Group 2, Census Tract 8035.08, Prince George's County, Maryland",554,1511,654,65,50,51,49,20,13,12,26,41,44,43,46,46,28,31,18,23,10,8,15,7,6,2,857,58,66,70,48,18,15,11,25,55,71,54,64,54,66,58,22,25,10,12,25,16,6,8,"24033803508",313,225,77,245,146,48,558,371,125,1054," Census Tract 8035.08, Prince George's County, Maryland"
"240338035083","Block Group 3, Census Tract 8035.08, Prince George's County, Maryland",788,2054,858,98,115,79,65,43,29,13,38,53,61,48,62,48,35,25,11,14,2,5,7,2,3,2,1196,141,88,107,68,37,21,17,69,110,102,100,81,86,58,42,14,12,9,9,7,7,5,6,"24033803508",537,212,43,347,133,21,884,345,64,1293," Census Tract 8035.08, Prince George's County, Maryland"
"240338035091","Block Group 1, Census Tract 8035.09, Prince George's County, Maryland",661,2011,922,120,127,91,70,50,23,10,55,93,62,58,41,36,33,22,6,13,2,4,3,0,3,0,1089,124,96,90,51,45,21,16,61,121,103,85,79,75,53,34,4,9,6,3,2,7,4,0,"24033803509",531,175,22,392,110,12,923,285,34,1242," Census Tract 8035.09, Prince George's County, Maryland"
"240338035092","Block Group 2, Census Tract 8035.09, Prince George's County, Maryland",348,1068,504,47,37,35,29,27,6,11,30,45,52,26,36,34,31,15,0,8,4,4,2,18,6,1,564,40,41,54,31,20,5,8,31,48,46,29,43,47,30,15,8,9,4,9,16,16,8,6,"24033803509",230,109,59,233,88,35,463,197,94,754," Census Tract 8035.09, Prince George's County, Maryland"
"240338035121","Block Group 1, Census Tract 8035.12, Prince George's County, Maryland",1185,2586,1152,87,81,77,53,32,14,16,71,110,108,104,83,60,68,74,32,24,14,15,14,8,3,4,1434,75,69,76,45,43,12,21,88,172,156,123,103,107,101,88,37,39,19,24,15,9,7,5,"24033803512",718,372,79,538,258,58,1256,630,137,2023," Census Tract 8035.12, Prince George's County, Maryland"
"240338035122","Block Group 2, Census Tract 8035.12, Prince George's County, Maryland",806,2260,1054,57,60,88,63,20,19,16,42,53,45,51,68,76,90,103,37,44,21,32,34,14,11,10,1206,48,56,79,50,27,10,9,42,63,49,81,77,108,120,115,39,68,27,42,36,30,17,13,"24033803512",358,450,165,314,350,122,672,800,287,1759," Census Tract 8035.12, Prince George's County, Maryland"
"240338035123","Block Group 3, Census Tract 8035.12, Prince George's County, Maryland",455,1393,640,38,55,56,39,19,8,14,17,34,30,42,55,71,61,41,16,15,4,7,7,8,3,0,753,42,63,66,37,17,8,13,25,35,44,49,76,92,58,43,20,12,12,15,11,8,3,4,"24033803512",267,225,53,219,204,29,486,429,82,997," Census Tract 8035.12, Prince George's County, Maryland"
"240338035131","Block Group 1, Census Tract 8035.13, Prince George's County, Maryland",631,984,417,32,25,24,11,10,5,3,32,64,41,56,28,26,18,14,4,4,3,2,4,4,1,6,567,28,20,15,17,7,5,4,28,80,72,43,45,51,32,43,15,15,8,14,13,4,5,3,"24033803513",284,156,47,239,66,20,523,222,67,812," Census Tract 8035.13, Prince George's County, Maryland"
"240338035132","Block Group 2, Census Tract 8035.13, Prince George's County, Maryland",708,1397,590,40,41,42,40,20,7,4,27,51,46,45,56,57,33,28,7,16,2,8,11,1,8,0,807,35,46,48,31,21,7,5,10,73,76,90,78,78,54,43,27,17,11,12,22,12,9,2,"24033803513",360,219,68,256,141,30,616,360,98,1074," Census Tract 8035.13, Prince George's County, Maryland"
"240338035133","Block Group 3, Census Tract 8035.13, Prince George's County, Maryland",837,2089,930,58,69,79,44,33,10,11,41,61,62,60,77,62,76,67,21,26,17,22,19,10,2,3,1159,49,64,77,34,28,21,8,29,66,89,79,98,95,101,112,40,50,29,30,30,15,10,5,"24033803513",418,398,119,355,252,73,773,650,192,1615," Census Tract 8035.13, Prince George's County, Maryland"
"240338035141","Block Group 1, Census Tract 8035.14, Prince George's County, Maryland",1319,2234,905,55,60,46,40,22,9,16,47,113,93,86,70,61,52,36,11,23,15,15,10,12,11,2,1329,64,48,66,34,16,13,11,51,117,147,156,118,94,93,75,25,35,22,37,26,28,28,25,"24033803514",629,322,166,456,183,65,1085,505,231,1821," Census Tract 8035.14, Prince George's County, Maryland"
"240338035142","Block Group 2, Census Tract 8035.14, Prince George's County, Maryland",916,2147,940,77,75,79,52,30,11,9,26,46,97,88,79,89,66,55,10,25,4,4,11,2,1,4,1207,79,78,90,61,20,14,6,23,84,92,123,139,134,84,66,20,38,11,7,18,13,5,2,"24033803514",501,342,56,386,245,26,887,587,82,1556," Census Tract 8035.14, Prince George's County, Maryland"
"240338035161","Block Group 1, Census Tract 8035.16, Prince George's County, Maryland",1437,3566,1573,131,114,119,82,41,20,20,59,107,107,148,147,139,128,87,17,39,23,18,11,7,6,3,1993,124,130,113,68,43,24,25,66,117,160,217,206,187,186,123,50,59,21,21,24,10,11,8,"24033803516",858,605,95,649,410,68,1507,1015,163,2685," Census Tract 8035.16, Prince George's County, Maryland"
"240338035162","Block Group 2, Census Tract 8035.16, Prince George's County, Maryland",302,880,416,20,27,25,20,8,6,6,15,24,17,16,26,30,25,51,14,30,5,17,21,12,0,1,464,14,27,33,16,12,6,3,10,32,17,17,28,36,55,52,27,18,14,20,12,13,1,1,"24033803516",125,188,61,118,150,56,243,338,117,698," Census Tract 8035.16, Prince George's County, Maryland"
"240338035191","Block Group 1, Census Tract 8035.19, Prince George's County, Maryland",975,2151,968,71,66,42,47,30,23,8,43,110,115,71,67,55,63,45,23,21,9,15,29,13,2,0,1183,63,49,71,39,31,7,15,47,121,130,113,78,101,76,76,30,40,23,21,25,13,7,7,"24033803519",542,323,96,467,207,68,1009,530,164,1703," Census Tract 8035.19, Prince George's County, Maryland"
"240338035192","Block Group 2, Census Tract 8035.19, Prince George's County, Maryland",257,55,26,3,3,5,3,0,0,0,0,2,3,3,3,0,0,0,0,1,0,0,0,0,0,0,29,5,6,3,1,1,0,0,1,1,3,6,1,0,0,0,0,0,0,1,0,0,0,0,"24033803519",13,0,1,11,1,0,24,1,1,26," Census Tract 8035.19, Prince George's County, Maryland"
